accident_index,accident_severity,num_accident_in_ons,num_accident_in_same_road_type,num_accident_in_same_road,num_accident_in_same_second_road,num_casualties,num_vehicle_involved,weather_conditions,light_conditions,road_surface_conditions,carriageway_hazards,special_conditions_at_site,is_night,num_cars,num_heavy_vehicles,num_motorcycles,num_pedal_cycles,num_pedestrians,is_child_involved,is_old_involved
"""2016430322244""",3,23,7489,3055,23,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""201604SA16188""",3,24,764,4,7083,2,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2017200166210""",3,166,7489,28,2,2,2,2,4,2,0,0,1,2,0,0,0,0,0,0
"""2019010199786""",3,92,7489,31,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019100863810""",3,29,7489,3055,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""2016100130704""",3,32,7489,4,1,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2016360141117""",3,21,7489,2,2,1,2,1,7,1,0,0,0,1,0,0,1,0,0,0
"""2021010331489""",3,63,1285,41,5,4,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010098351""",3,49,7489,35,7083,1,2,2,4,1,0,0,1,2,0,0,0,0,0,0
"""2016220069830""",3,16,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017051702585""",3,92,7489,3055,7083,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""201697QC01301""",3,28,1285,1,7083,1,2,1,4,4,0,0,0,0,2,0,0,0,0,0
"""20181352S1118""",3,21,7489,3055,7083,1,2,3,1,3,0,0,0,2,0,0,0,0,0,0
"""2021061108842""",3,53,7489,4,1,1,1,1,4,2,0,0,0,1,0,0,0,1,0,0
"""2021991031329""",3,78,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201601JC30109""",3,57,7489,24,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019420911489""",3,19,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2016950005595""",3,74,7489,7,1,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2017010029541""",3,32,7489,567,7083,1,1,1,5,1,0,0,1,1,0,0,0,1,0,0
"""2020470957132""",3,29,7489,2,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2020230937797""",3,25,7489,5,7083,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2016460084402""",3,21,764,2,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201706P036922""",3,31,7489,3055,7083,2,1,1,1,1,7,0,0,1,0,0,0,0,0,1
"""2021010352066""",3,49,7489,3055,7083,1,2,8,4,2,0,0,0,1,0,0,0,0,0,0
"""2020302001130""",3,35,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019160914408""",3,65,7489,4,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2017140254023""",3,47,1285,15,7083,1,1,2,1,2,0,0,0,1,0,0,0,0,0,0
"""2018440017637""",3,27,7489,3055,7083,1,2,1,6,1,0,0,0,2,0,0,0,0,0,0
"""2016300017507""",3,35,7489,567,7083,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2018500291132""",3,77,1285,34,15,1,1,1,6,1,0,0,1,1,0,0,0,0,0,0
"""2021111103103""",3,83,764,16,7,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010102320""",3,35,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021161016683""",3,54,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016220113556""",3,7,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016170S10166""",3,34,1285,1,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021010348477""",3,64,1285,72,7083,1,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""2018010095960""",3,66,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""201706J038048""",3,37,1285,63,7083,1,1,1,1,2,0,4,0,1,0,0,0,1,0,0
"""2020320460050""",3,29,7489,2,1,7,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2016301600155""",3,18,7489,567,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021201083520""",3,166,7489,6,7083,1,5,1,4,1,0,0,1,5,0,0,0,0,0,0
"""2017110212497""",3,83,764,3055,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021501112688""",3,40,1285,10,7083,1,2,1,1,1,0,0,0,0,0,2,0,0,0,0
"""2018544215618""",3,75,7489,567,7083,1,2,1,1,1,0,0,0,0,1,1,0,0,0,1
"""2018100352033""",3,36,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""20191366C0713""",3,77,247,3055,7083,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""2017010078185""",3,64,1285,54,7083,1,1,1,4,2,0,0,0,0,1,0,0,0,0,0
"""2017077253647""",3,49,7489,567,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019440355035""",3,15,1285,3,15,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2021451082233""",3,13,1285,2,7083,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2017010025525""",3,54,7489,35,7083,1,2,1,4,1,2,4,1,1,0,1,0,0,0,0
"""201960X051241""",3,16,7489,3055,7083,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2019160866641""",3,65,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010084634""",3,90,1285,4,7083,2,4,1,1,1,0,0,0,4,0,0,0,0,0,0
"""201706Q038441""",3,42,1285,15,7083,1,2,1,1,2,0,0,0,2,0,0,0,1,0,0
"""2021010316103""",3,109,171,3055,7083,1,2,8,1,1,9,9,1,1,0,0,1,0,0,0
"""2021552100851""",3,39,7489,5,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021010343837""",3,64,764,1,7083,1,2,1,1,1,9,9,0,2,0,0,0,0,0,0
"""20181355H0788""",3,77,1285,3055,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2021430515968""",3,23,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018941800355""",3,40,7489,2,2,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0
"""2018440392525""",3,25,7489,1,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018070383916""",3,49,7489,7,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201860W173039""",3,25,7489,3055,7083,1,2,2,1,2,0,0,0,0,1,1,0,0,0,0
"""201906Q158294""",3,42,764,6,4,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2020010255288""",3,90,7489,3055,7083,1,2,1,1,1,9,4,0,2,0,0,0,0,0,0
"""2017100226775""",3,29,7489,1,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2017010042585""",3,84,7489,8,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018200293223""",3,40,7489,1,4,1,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2019100836619""",3,40,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016010031291""",3,35,171,567,7083,1,2,9,1,1,0,0,0,1,0,1,0,0,0,0
"""2018440435337""",3,27,7489,3055,8,1,2,1,7,1,0,0,0,2,0,0,0,0,0,0
"""2016010005264""",3,42,7489,6,1,1,2,2,4,2,0,0,0,2,0,0,0,0,0,0
"""201760V087455""",3,19,7489,3055,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018320295000""",3,23,7489,3,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019460815790""",3,26,7489,3,2,1,2,9,1,1,0,0,0,1,0,0,1,0,1,0
"""2019440105008""",3,18,7489,6,7083,2,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2017440245029""",3,41,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010341109""",3,32,7489,2,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2016051601510""",3,30,1285,3,7,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010322786""",3,70,7489,567,583,1,2,1,1,1,0,0,1,1,0,1,0,0,0,0
"""2018370335223""",3,24,7489,3055,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018350265356""",3,23,1285,1,7083,2,4,1,7,1,0,0,0,3,1,0,0,0,0,0
"""2018010136270""",3,63,7489,41,8,1,2,1,4,1,0,0,0,0,1,0,1,0,0,0
"""2017100220162""",3,40,764,1,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021461069310""",3,42,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201906Q257043""",3,42,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017160156804""",3,21,7489,17,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,1,0
"""2018500275402""",3,22,1285,20,1,1,3,1,1,1,0,0,0,3,0,0,0,0,0,1
"""2016010004276""",3,82,7489,567,7083,1,1,2,1,2,2,0,0,1,0,0,0,1,0,0
"""2017010017262""",3,84,7489,47,583,1,3,2,4,2,3,0,0,3,0,0,0,0,0,0
"""2018430163869""",3,21,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019010213481""",3,50,171,21,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201804SC18151""",3,24,7489,1,9,2,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""201601YE80610""",3,64,7489,10,583,2,4,1,1,1,0,0,0,4,0,0,0,0,0,0
"""2018210843916""",3,16,7489,3055,7083,6,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""202131C074821""",3,70,7489,6,1,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010341111""",3,80,7489,9,7083,1,1,1,4,1,0,0,0,0,1,0,0,1,0,0
"""2021221066118""",3,16,7489,5,4,1,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2018160262074""",3,65,7489,11,7083,1,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""20161332Q1721""",3,147,7489,3055,7083,1,2,9,4,1,0,0,1,2,0,0,0,0,0,0
"""2018210285971""",3,30,7489,2,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021430504617""",3,27,7489,3055,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2020010286084""",3,90,171,3055,7083,1,2,2,1,2,9,9,0,1,0,1,0,0,0,0
"""2018410314066""",3,18,1285,3,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2019420908010""",3,21,7489,3055,7083,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""2019010182150""",3,51,7489,72,2,1,1,1,1,1,9,0,0,1,0,0,0,1,0,0
"""2020450996809""",3,20,7489,3,7083,1,2,1,1,2,0,0,0,2,0,0,0,0,0,1
"""2016420037404""",3,19,1285,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017200231086""",3,25,7489,3055,7083,3,2,8,4,1,0,0,0,2,0,0,0,0,0,0
"""201704WB17145""",3,26,7489,4,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020010259389""",3,95,247,54,7083,1,3,1,1,1,0,9,0,2,0,0,1,0,0,0
"""201906K161713""",3,53,7489,3055,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010082325""",3,92,1285,2,1,1,2,1,4,1,2,0,0,1,0,0,1,0,0,0
"""2018100347986""",3,19,97,567,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019430098927""",3,15,764,2,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016450095899""",3,11,7489,10,583,1,2,8,1,1,0,0,0,2,0,0,0,0,0,0
"""2020470949477""",3,65,7489,9,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019010158103""",3,95,7489,1,7083,3,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2017120065555""",3,17,7489,7,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2017010044080""",3,32,7489,3055,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2017500156449""",3,77,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020201016300""",3,47,7489,3055,7083,1,4,2,4,2,0,0,0,2,2,0,0,1,0,0
"""2019200913078""",3,166,764,22,7083,1,2,5,4,2,0,0,0,2,0,0,0,0,0,0
"""2017100247450""",3,15,7489,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2016010002286""",3,57,1285,24,10,3,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016100055197""",3,19,1285,15,5,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010059040""",3,63,7489,4,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2017350248195""",3,16,7489,3055,1,1,1,1,6,1,0,0,0,1,0,0,0,1,0,0
"""2021010315816""",3,90,7489,13,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021371095331""",3,24,764,2,3,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2016120193303""",3,21,7489,41,9,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018950001594""",3,74,7489,2,7083,1,1,2,4,2,0,0,0,0,1,0,0,0,0,0
"""2016551602588""",3,20,7489,4,1,1,1,1,6,1,0,0,0,1,0,0,0,0,0,0
"""2021161116334""",3,21,7489,3055,7083,1,2,2,4,2,0,0,0,1,0,0,1,0,0,0
"""2020010284880""",3,92,764,3055,7083,1,1,8,4,1,0,0,0,1,0,0,0,1,0,0
"""2021010348261""",3,84,1285,56,7083,1,2,2,4,2,0,0,0,1,0,0,1,0,0,0
"""2016210047069""",3,17,7489,11,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021440209674""",3,43,7489,3055,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""201601LX50235""",3,109,7489,567,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018460320429""",3,42,7489,3055,7083,1,2,2,4,2,0,0,1,1,0,0,1,0,0,0
"""2020211019193""",3,30,7489,3055,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2016200078822""",3,45,7489,4,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018340E07531""",3,7,7489,2,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019460848387""",3,42,7489,3055,4,4,2,1,1,1,2,0,0,2,0,0,0,0,1,0
"""2016010018522""",3,63,7489,1,7083,2,3,1,4,1,0,0,1,3,0,0,0,0,0,0
"""2017010010795""",3,35,97,567,7083,1,1,9,1,9,9,9,0,1,0,0,0,1,0,0
"""2020040941878""",3,18,171,6,4,2,5,1,1,1,0,0,0,4,1,0,0,0,0,1
"""201806Q142799""",3,42,171,5,4,3,2,1,1,1,0,4,0,2,0,0,0,0,0,0
"""2021471030802""",3,22,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201663AC29816""",3,38,7489,2,1,2,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2018010101680""",3,132,247,2,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019010208139""",3,77,171,3055,7083,1,2,1,4,2,0,0,0,1,0,1,0,0,0,0
"""2017331701551""",3,5,7489,4,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2016030052890""",3,11,7489,3055,7083,2,2,1,6,1,0,0,0,2,0,0,0,0,0,0
"""2018170S20318""",3,34,764,3055,7083,1,2,2,4,2,0,0,0,1,0,0,1,0,0,0
"""2018051801906""",3,92,1285,5,7,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2017350173907""",3,26,7489,11,7083,3,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""201601WW50585""",3,90,7489,8,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019220881536""",3,21,7489,2,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016331605032""",3,14,1285,2,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010228060""",3,80,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2019010211225""",3,35,247,3055,7083,1,3,2,1,2,0,0,0,3,0,0,0,0,0,0
"""2019200897571""",3,166,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2018010129589""",3,44,7489,5,7,1,1,1,7,1,0,0,0,1,0,0,0,0,0,0
"""202154A931821""",3,28,764,1,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""20191364K1571""",3,21,7489,24,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018471806782""",3,24,7489,2,7083,1,2,2,4,2,0,0,0,2,0,0,0,0,0,1
"""2016450119053""",3,22,7489,3,2,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016200055441""",3,166,7489,3055,7083,3,3,2,4,2,0,3,0,3,0,0,0,0,0,0
"""2017010046357""",3,132,7489,12,7083,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"""2020622000343""",3,13,7489,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""201601KG70299""",3,44,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018100277543""",3,29,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201601KD50521""",3,35,7489,567,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010024061""",3,44,7489,567,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201931D112619""",3,13,7489,4,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0
"""2019450891058""",3,26,7489,3055,17,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016140043211""",3,113,7489,11,6,1,1,4,4,1,0,4,0,1,0,0,0,1,0,0
"""2016010019932""",3,109,7489,2,5,1,1,8,1,2,0,0,0,0,1,0,0,0,0,1
"""2020460984292""",3,26,7489,3055,7083,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0
"""2021430484824""",3,13,247,18,7083,3,3,1,1,1,0,0,0,3,0,0,0,0,0,1
"""2021430511439""",3,27,7489,2,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016051600723""",3,36,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016320417528""",3,19,7489,24,7083,1,2,2,4,2,0,0,0,2,0,0,0,0,0,0
"""201601JC30248""",3,57,7489,5,7083,1,4,1,1,1,0,0,0,4,0,0,0,0,0,0
"""2020552000950""",3,39,764,5,583,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""201760V095417""",3,20,171,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0
"""2019430406027""",3,33,1285,4,3,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2020122000599""",3,33,7489,3055,7083,3,2,9,1,1,0,0,0,2,0,0,0,0,1,0
"""201697LA06406""",3,9,7489,2,7083,2,2,1,1,2,0,0,0,2,0,0,0,0,1,0
"""2021010346568""",3,49,1285,7,583,2,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2021010343595""",3,54,247,23,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201606K011935""",3,53,7489,567,7083,2,2,5,1,5,0,5,0,2,0,0,0,0,0,0
"""2021122101232""",3,33,171,11,2,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2019010214699""",3,132,7489,56,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018360344284""",3,21,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016551600664""",3,17,7489,2,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010021661""",3,95,7489,25,6,1,2,1,1,1,2,0,0,1,0,0,1,0,0,0
"""2017077029678""",3,30,764,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010252235""",3,92,7489,3,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019140893627""",3,113,7489,3055,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2017200205898""",3,40,1285,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019051911469""",3,92,7489,2,7083,1,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2016160055304""",3,54,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020201022690""",3,47,7489,3055,4,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0
"""2021531046118""",3,13,7489,3055,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017170M30927""",3,20,764,1,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021010346342""",3,49,1285,35,583,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2017010012326""",3,70,7489,3055,7083,1,1,9,1,1,9,9,0,1,0,0,0,1,0,0
"""2019070381940""",3,30,7489,1,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2021430561712""",3,22,7489,3055,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""201663AC20216""",3,38,7489,7,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""201604ED16246""",3,37,7489,3055,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2021170S11621""",3,34,1285,9,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2017134311490""",3,147,7489,3055,7083,1,2,2,4,2,0,0,0,1,0,0,1,0,0,0
"""2018140307914""",3,113,171,10,4,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010306656""",3,77,7489,35,7083,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2019140875332""",3,113,1285,6,9,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201601BS70531""",3,51,7489,15,2,2,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2021041163471""",3,37,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019470847963""",3,24,764,41,17,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019230847854""",3,25,7489,7,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""20161337Q1453""",3,147,7489,3055,7083,5,4,1,1,1,0,0,0,4,0,0,0,0,1,0
"""2018230323702""",3,25,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019471901328""",3,65,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017471702573""",3,24,7489,2,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021061103264""",3,102,7489,3055,2,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0
"""2018460341983""",3,14,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017030226051""",3,10,7489,5,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019040886395""",3,12,7489,7,7083,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2018420277238""",3,9,7489,9,7083,1,3,1,1,2,0,0,0,3,0,0,0,0,0,0
"""2019010227565""",3,44,7489,567,583,1,2,1,4,1,0,0,0,1,0,0,1,0,1,0
"""2016551602325""",3,17,7489,20,7083,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201601QK50081""",3,80,7489,2,583,1,2,4,1,1,0,0,0,1,1,0,0,0,0,0
"""201997GK01205""",3,78,7489,3055,4,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2019301901373""",3,35,7489,3055,7083,1,2,8,1,1,0,0,0,2,0,0,0,0,0,0
"""2018520800235""",3,15,7489,6,7083,1,2,1,1,2,0,0,0,1,0,1,0,0,0,1
"""20181358M0654""",3,147,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021440495662""",3,17,7489,5,1,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""201706F037307""",3,36,1285,13,2,3,4,1,1,2,0,0,0,4,0,0,0,0,0,0
"""2017200236080""",3,40,764,3055,7083,1,2,7,4,2,0,0,0,2,0,0,0,0,0,0
"""2017010025068""",3,63,171,2,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201734WN05347""",3,40,7489,7,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021320419518""",3,24,7489,9,583,2,2,1,4,1,0,0,1,1,1,0,0,0,0,0
"""2020332000476""",3,44,7489,6,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010164388""",3,95,7489,3055,7083,1,2,1,7,1,0,0,1,2,0,0,0,0,0,0
"""2016160042463""",3,21,7489,4,7083,1,2,8,1,2,0,0,0,2,0,0,0,0,0,0
"""2021401065684""",3,28,7489,5,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018100296904""",3,32,1285,16,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021010334548""",3,63,7489,2,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2020070324158""",3,49,7489,14,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201963A109619""",3,38,764,7,1,1,1,1,4,1,0,0,0,1,0,0,0,0,0,1
"""2021501018389""",3,77,7489,12,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,1
"""2018621801267""",3,16,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2019521905153""",3,36,7489,3055,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""2019010186657""",3,109,7489,1,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019301900905""",3,9,7489,567,7083,1,1,9,1,1,0,0,0,1,0,0,0,1,1,0
"""2019521904217""",3,36,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017430152550""",3,22,7489,52,18,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2021131113027""",3,57,7489,3055,7083,2,1,1,1,1,0,0,0,1,0,0,0,2,1,0
"""2016051602776""",3,30,1285,1,11,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2021010338320""",3,80,7489,47,2,1,2,2,4,2,0,0,0,0,1,0,1,0,0,0
"""202006E468969""",3,102,764,6,2,2,2,2,4,2,0,0,1,2,0,0,0,0,0,0
"""2017200167256""",3,166,7489,1,7083,3,4,1,1,1,0,0,0,4,0,0,0,0,0,0
"""2016160048438""",3,32,764,5,6,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2018010097396""",3,63,7489,26,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017430029861""",3,13,7489,52,2,2,2,1,4,2,0,0,1,2,0,0,0,0,0,0
"""201760V074470""",3,20,7489,1,7083,1,2,1,6,1,0,0,1,2,0,0,0,0,0,0
"""2017010027289""",3,70,7489,21,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2019530869459""",3,13,7489,1,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
