accident_index,accident_severity,num_accident_in_ons,num_accident_in_same_road_type,num_accident_in_same_road,num_accident_in_same_second_road,num_casualties,num_vehicle_involved,weather_conditions,light_conditions,road_surface_conditions,carriageway_hazards,special_conditions_at_site,is_night,num_cars,num_heavy_vehicles,num_motorcycles,num_pedal_cycles,num_pedestrians,is_child_involved,is_old_involved
"""201706K028067""",2,53,7489,8,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2019340N09171""",2,40,7489,3055,7083,1,2,2,1,2,0,0,0,2,0,0,0,0,0,1
"""2020010244142""",2,95,7489,13,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021991106956""",2,78,7489,3055,3,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021610051121""",2,16,764,1,7083,1,2,2,1,2,0,0,0,1,0,1,0,0,0,0
"""2017610055717""",2,16,7489,3055,7083,1,2,2,4,2,0,0,0,2,0,0,0,0,0,0
"""2019320670934""",2,19,764,9,5,1,1,1,4,2,0,0,1,1,0,0,0,0,0,0
"""2021141077539""",2,47,7489,8,4,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016010018573""",2,56,1285,47,13,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2018170S30398""",2,34,7489,3,7083,1,2,1,4,1,0,0,1,1,0,0,1,0,0,0
"""2017320312038""",2,23,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016370142181""",2,11,7489,3055,7083,2,2,1,1,2,0,0,0,2,0,0,0,0,0,1
"""2021141083698""",2,113,7489,3055,5,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010269943""",2,84,247,3055,7083,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0
"""2021010289831""",2,24,7489,567,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2021991126554""",2,41,7489,3055,7083,1,1,1,5,2,0,0,0,1,0,0,0,1,0,0
"""2018440148090""",2,24,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018420327227""",2,10,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2018030300908""",2,19,247,3055,7083,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
"""201601FH10218""",2,54,7489,23,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019470862139""",2,65,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017410154275""",2,14,7489,1,7083,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2016140041745""",2,38,7489,3055,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,1,0
"""2021201033645""",2,40,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019621900289""",2,18,7489,2,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2021070028249""",2,49,7489,11,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019230860752""",2,22,7489,3,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""202160Z005229""",2,19,7489,7,7083,2,3,1,1,2,0,0,0,2,1,0,0,0,0,0
"""2018210811866""",2,30,7489,3055,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,1
"""2017210188074""",2,13,7489,567,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""202134WNC1881""",2,40,7489,4,7083,1,3,1,1,1,0,0,0,2,0,0,1,0,0,0
"""2016941600682""",2,40,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021320532402""",2,19,7489,1,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""201601QA10030""",2,29,7489,3055,1,1,1,9,6,2,0,0,0,1,0,0,0,1,0,1
"""2017170S30457""",2,34,7489,3,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2019440334273""",2,18,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020137260661""",2,147,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2017950001516""",2,10,7489,5,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021131042582""",2,147,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2020052000389""",2,12,7489,3055,7083,3,2,2,4,2,0,0,0,2,0,0,0,0,1,0
"""201704WA17472""",2,40,7489,3055,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,1
"""2018010127023""",2,56,7489,567,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201604SC16106""",2,20,7489,63,7083,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0
"""2016440153565""",2,27,7489,8,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020470915448""",2,28,7489,3055,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2019400916215""",2,28,7489,3055,7083,1,2,4,7,2,0,0,0,2,0,0,0,0,0,0
"""2016471603110""",2,24,764,4,7083,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2021451060279""",2,20,7489,2,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""2016551600043""",2,39,7489,5,7083,1,2,2,4,2,0,0,0,1,0,0,1,0,0,0
"""2016460054997""",2,42,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""201601PL60754""",2,63,7489,21,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2021201027588""",2,40,7489,15,7083,2,2,1,1,2,0,0,0,1,1,0,0,0,0,0
"""2020100923298""",2,15,7489,3,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""20171345H1324""",2,147,7489,3055,7083,1,1,2,7,2,0,0,0,1,0,0,0,1,0,0
"""2020122000189""",2,33,7489,9,7083,1,1,1,4,1,0,0,1,0,0,1,0,1,0,0
"""2021522200214""",2,18,97,3055,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2019521902130""",2,36,7489,3055,7083,1,1,1,7,1,0,0,1,1,0,0,0,1,0,0
"""2019010210148""",2,35,7489,567,7083,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0
"""2017010023033""",2,51,247,15,1,1,2,2,4,2,0,0,1,1,0,1,0,0,0,0
"""2021010315647""",2,32,7489,15,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""202160Z108017""",2,20,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019010191056""",2,132,1285,47,7,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0
"""2019470910672""",2,65,1285,4,7083,3,2,2,4,2,0,0,1,2,0,0,0,0,0,0
"""2020350944045""",2,30,1285,3055,4,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018331801315""",2,12,7489,567,7083,1,1,5,4,2,0,0,0,1,0,0,0,1,0,0
"""2019440019724""",2,25,7489,2,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2019010167347""",2,64,7489,10,7083,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0
"""2019070429252""",2,64,7489,15,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201897GK02906""",2,78,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019450857339""",2,11,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019010187079""",2,132,7489,18,9,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""201631C087116""",2,70,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016547370516""",2,75,7489,567,583,3,2,1,1,1,0,3,0,2,0,0,0,0,1,0
"""2016950006006""",2,24,7489,3055,2,1,1,2,1,1,0,0,1,1,0,0,0,1,0,0
"""2021010349906""",2,90,247,24,8,2,1,1,4,1,0,0,0,1,0,0,0,2,0,0
"""2020030993113""",2,19,247,3055,7083,1,2,2,5,2,0,0,0,1,0,0,1,0,0,0
"""2021010331896""",2,32,7489,2,7083,1,2,9,7,9,0,9,0,1,0,0,0,0,0,0
"""201601MM70675""",2,91,1285,41,3,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2019950909078""",2,74,7489,3055,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2020302001047""",2,19,7489,3055,1,2,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""201897GP71111""",2,78,7489,3055,7083,1,1,5,4,2,0,0,0,0,1,0,0,1,0,0
"""2018010141753""",2,4,764,3055,7083,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2021401063493""",2,28,7489,1,7083,6,2,1,1,1,0,0,0,2,0,0,0,0,1,1
"""2021471024792""",2,27,7489,3055,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""201804SC18248""",2,20,764,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""201660U168086""",2,25,1285,11,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020160998727""",2,21,764,1,1,1,2,1,6,2,0,0,0,1,1,0,0,0,0,0
"""2017621700150""",2,33,7489,3055,6,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2017440147315""",2,34,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,1,1,0
"""2017320075901""",2,29,7489,1,7083,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"""2019400869398""",2,32,7489,3055,7083,3,2,1,6,1,0,0,1,2,0,0,0,0,0,0
"""2016500111318""",2,77,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"""2018230307412""",2,18,7489,1,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2016460110770""",2,23,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,1,0
"""2019950000385""",2,25,7489,1,7083,1,2,2,1,2,0,0,0,1,0,1,0,0,0,0
"""2017440079000""",2,41,7489,3055,17,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201601RY10028""",2,35,7489,3055,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2016500108108""",2,77,7489,3055,7083,4,2,1,1,1,0,0,1,2,0,0,0,0,0,0
"""2017440284086""",2,24,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2020340D02972""",2,20,7489,13,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201706A027030""",2,102,1285,3,5,1,2,1,4,1,0,0,0,1,0,0,1,0,1,0
"""2016432110616""",2,13,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021010304716""",2,57,7489,7,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"""2017400245801""",2,28,7489,3055,7083,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"""201706N035427""",2,24,7489,567,1,1,2,5,4,2,0,0,0,1,0,0,1,0,0,0
"""2016010029196""",2,109,1285,23,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018950001005""",2,74,7489,3055,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016460083515""",2,19,7489,10,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201806F142588""",2,36,7489,1,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2016440241760""",2,34,7489,3055,7083,1,1,2,1,2,0,0,0,1,0,0,0,1,0,1
"""2018440059685""",2,24,7489,24,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2020010269951""",2,57,97,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2019160860375""",2,65,7489,3055,7083,1,3,1,1,1,0,0,1,2,0,1,0,0,0,0
"""202006A372526""",2,102,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""201606X013763""",2,36,1285,3,1,2,2,1,6,1,0,0,1,2,0,0,0,0,0,0
"""2021440139921""",2,34,7489,1,7083,1,1,1,6,1,0,0,1,1,0,0,0,0,0,0
"""201697BE01709""",2,78,7489,3055,7083,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2018010118135""",2,91,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018230343577""",2,25,7489,3055,7083,1,3,1,1,1,0,0,0,2,0,1,0,0,0,0
"""2017010043225""",2,82,7489,5,7083,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
"""2019621900833""",2,33,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021991119034""",2,19,1285,3055,1,1,2,1,4,2,0,0,1,1,0,1,0,0,0,0
"""2020010276785""",2,92,97,34,1,1,2,2,1,2,0,0,0,0,0,0,2,0,0,0
"""2020220994450""",2,23,7489,6,1,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""201604SA16154""",2,33,97,3055,11,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018471801092""",2,10,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,1,0
"""2018440366439""",2,19,7489,3055,7083,1,1,1,7,1,0,0,0,1,0,0,0,1,0,0
"""2019471902541""",2,42,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018170L10118""",2,11,7489,4,1,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2018480290249""",2,21,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017010079828""",2,82,7489,23,2,1,1,1,4,1,0,0,0,1,0,0,0,1,0,1
"""20201378V1783""",2,46,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017930000017""",2,20,7489,2,7083,1,1,1,4,2,0,0,0,0,1,0,0,0,0,0
"""2018410324669""",2,18,764,54,13,4,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2019548004719""",2,75,7489,17,7083,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""2021010333563""",2,57,7489,6,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"""201706K035972""",2,53,247,3055,7083,4,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""202160Z170172""",2,19,7489,7,2,1,4,1,1,1,0,0,0,2,1,1,0,0,0,0
"""2017430027510""",2,18,764,6,23,1,1,1,4,2,0,0,1,1,0,0,0,1,0,0
"""201604SA16157""",2,24,7489,3055,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,1,0
"""2017410255370""",2,21,764,1,11,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2016420112203""",2,21,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016076322282""",2,30,7489,3055,7083,1,1,1,1,1,2,0,0,1,0,0,0,1,1,0
"""2019471900049""",2,28,7489,2,7083,2,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2019370843054""",2,8,7489,3,3,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020070278493""",2,64,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2019010160415""",2,50,7489,9,7083,1,2,1,4,1,0,0,1,1,0,0,1,0,0,0
"""2016406DA0295""",2,28,764,8,6,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016140151822""",2,47,7489,3055,7083,1,1,9,4,1,0,0,1,1,0,0,0,1,0,0
"""2021320295475""",2,24,1285,47,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019950863356""",2,74,764,4,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020200970660""",2,25,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018400802358""",2,39,7489,3055,5,1,1,1,4,1,0,0,0,1,0,0,0,1,0,1
"""2018500267363""",2,23,764,12,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2019010197502""",2,56,7489,5,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2016551600980""",2,16,7489,6,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2018340K05721""",2,14,7489,63,583,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201604EF16338""",2,29,247,3055,7083,1,1,1,4,4,0,0,0,1,0,0,0,1,0,1
"""2017010066754""",2,109,1285,41,7083,1,3,1,1,1,0,0,0,2,0,1,0,0,0,0
"""2018010126310""",2,95,7489,2,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2018100329464""",2,15,1285,2,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2018480306547""",2,21,7489,54,7083,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0
"""2017410209558""",2,8,1285,1,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""20181356F2269""",2,147,7489,3055,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2018010116286""",2,57,7489,9,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018135BF1369""",2,147,7489,3055,7083,1,2,1,4,2,0,0,0,1,0,1,0,0,0,0
"""2021010300789""",2,132,247,56,18,1,2,1,1,1,0,0,0,0,0,0,2,0,0,0
"""201706F031999""",2,36,7489,567,583,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""2019110864087""",2,83,7489,8,1,1,2,2,1,2,0,0,0,1,1,0,0,0,0,0
"""2017360146979""",2,22,7489,567,7083,5,2,1,4,2,0,0,1,2,0,0,0,0,0,0
"""2018160282074""",2,54,7489,12,7083,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1
"""2019910869256""",2,4,7489,1,7083,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0
"""2018010100869""",2,44,7489,3055,7083,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2016450087113""",2,22,7489,5,7083,2,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2017430222120""",2,24,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2021010317626""",2,54,97,72,7083,1,2,9,7,9,9,9,0,1,0,0,1,0,0,0
"""2019471900817""",2,25,7489,3055,7083,4,3,1,1,2,0,0,0,3,0,0,0,0,0,0
"""2021141109536""",2,47,7489,3055,7083,1,2,1,4,2,0,0,1,1,0,0,0,0,0,0
"""2021421047794""",2,19,1285,8,7083,4,1,2,4,2,0,0,1,1,0,0,0,0,0,0
"""201706L031126""",2,44,7489,6,7083,1,2,1,1,1,0,4,0,1,0,1,0,0,0,0
"""202006J372442""",2,37,764,2,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2019950897258""",2,74,7489,5,7083,1,2,9,7,1,0,1,0,1,0,0,1,0,0,0
"""2021351121328""",2,23,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""201731C145117""",2,70,7489,1,7083,1,2,9,1,-1,0,0,0,1,0,0,1,0,0,0
"""2019160866478""",2,65,7489,3055,3,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018500802563""",2,22,7489,10,2,2,2,1,6,1,0,0,0,2,0,0,0,0,0,1
"""2019010212835""",2,70,7489,567,7083,5,4,8,4,1,0,0,0,4,0,0,0,0,0,0
"""201797UD03601""",2,15,7489,8,7083,2,4,1,1,2,0,0,0,4,0,0,0,0,0,0
"""2021041108688""",2,37,7489,2,7083,2,2,4,1,1,0,0,0,2,0,0,0,0,1,0
"""2018360295378""",2,22,7489,3055,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016200060275""",2,166,7489,3055,7083,1,1,1,4,2,0,0,1,1,0,0,0,1,0,0
"""2020200979218""",2,25,764,5,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021122100253""",2,33,7489,7,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019521903768""",2,60,97,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019301901313""",2,35,171,5,3,2,1,1,4,1,0,0,0,1,0,0,0,0,0,0
"""2019010212592""",2,35,1285,23,583,3,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2016500064546""",2,8,7489,3,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201606K011089""",2,53,7489,9,583,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2017200237100""",2,166,7489,3055,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2021111142569""",2,83,7489,3055,7083,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"""2020302000066""",2,35,1285,1,583,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2020040989574""",2,12,764,3,7083,1,1,1,4,1,0,0,0,1,0,0,0,0,0,0
"""2020501000557""",2,40,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016460060559""",2,12,7489,1,7083,1,1,1,5,1,0,0,1,1,0,0,0,0,0,0
"""2016460110386""",2,42,1285,5,7083,4,2,1,1,2,0,0,0,2,0,0,0,0,0,1
"""2016410088090""",2,14,7489,3055,7083,1,2,1,4,1,0,0,1,2,0,0,0,1,0,0
"""2016010028862""",2,109,7489,3055,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016440190218""",2,43,1285,10,6,3,4,1,1,1,0,0,0,4,0,0,0,0,0,0
"""2019220848582""",2,16,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016140107007""",2,47,7489,3055,7083,2,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""201604EG16107""",2,11,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2018220334317""",2,34,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017450234551""",2,36,7489,5,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""201697KA00602""",2,20,7489,2,7083,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0
"""2019100832280""",2,19,7489,3,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2021010289478""",2,82,7489,3055,7083,1,2,2,4,2,0,0,0,1,0,1,0,0,0,0
"""2020470917562""",2,28,7489,3055,7083,1,1,1,6,2,0,0,1,1,0,0,0,1,0,0
"""2020360990604""",2,21,7489,34,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016450136258""",2,11,7489,567,7083,1,1,4,1,1,0,0,0,0,1,0,0,0,0,1
"""2019010162476""",2,42,7489,3055,3,1,2,8,1,1,0,0,0,1,0,0,1,0,0,0
"""201906F155283""",2,36,7489,567,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010223209""",2,109,7489,43,7083,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2020450937573""",2,22,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""20171342P0232""",2,147,1285,10,11,3,2,1,6,1,0,0,1,2,0,0,0,0,0,0
"""2017530171499""",2,15,7489,3055,7083,1,2,1,6,4,0,0,0,2,0,0,0,0,1,0
"""2019160912692""",2,65,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2019040845639""",2,40,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021371121117""",2,11,764,12,3,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010086377""",2,50,7489,3,7083,1,2,9,7,1,0,0,1,1,0,1,0,0,0,0
"""2018440243790""",2,24,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017140222707""",2,47,1285,4,7083,1,2,1,4,1,0,0,1,1,1,0,0,0,0,0
"""2017010017551""",2,92,7489,25,7083,1,2,2,4,2,0,0,1,2,0,0,0,0,0,0
"""2017100247683""",2,15,7489,3,7083,1,2,1,7,1,0,0,0,1,0,1,0,0,0,0
"""2019420901610""",2,25,7489,3055,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2021471097605""",2,65,7489,6,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018471801595""",2,65,7489,55,7083,1,3,1,1,1,0,0,0,2,0,0,1,0,0,0
"""2019460835244""",2,18,1285,10,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2020010240385""",2,95,7489,567,7,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0
"""2020531004151""",2,12,7489,3055,7083,2,2,1,6,2,0,0,0,1,0,1,0,0,0,0
"""2019982104719""",2,19,7489,2,7083,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"""2017010060969""",2,66,7489,34,10,1,2,1,1,1,2,0,0,1,0,1,0,0,0,0
"""2016521605785""",2,60,7489,5,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019010162466""",2,132,247,12,1,7,3,1,1,1,0,0,0,3,0,0,0,4,1,1
"""2016440431784""",2,41,7489,3055,1,1,1,1,4,2,0,0,0,1,0,0,0,1,0,1
"""2019440273742""",2,18,764,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017542750217""",2,75,7489,7,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2019010222493""",2,92,7489,5,3,1,2,1,7,1,0,0,1,1,0,0,1,0,0,0
"""2020010257439""",2,77,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2020990962137""",2,28,7489,3055,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019400916719""",2,32,764,63,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""2020460924519""",2,14,7489,3055,7083,1,2,1,7,2,0,0,0,1,0,0,1,0,0,0
"""2021421118498""",2,27,7489,9,7083,1,2,2,4,2,0,0,0,2,0,0,0,0,0,0
"""2017010043655""",2,44,7489,5,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018010095887""",2,35,97,567,583,1,1,9,1,9,9,0,0,1,0,0,0,1,0,0
"""2020010274041""",2,92,7489,4,7083,1,3,9,4,1,0,0,0,3,0,0,0,0,0,1
"""2021010304149""",2,57,1285,21,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2017360162154""",2,21,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020140972643""",2,113,1285,11,3,1,2,8,1,1,0,0,0,2,0,0,0,0,0,0
"""201806N143412""",2,24,7489,24,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2020470990043""",2,65,1285,9,7083,2,1,1,5,1,0,0,0,0,0,0,1,1,0,0
"""2018010120998""",2,56,7489,3055,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021991067782""",2,25,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021101082626""",2,36,7489,567,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2016331601564""",2,13,7489,567,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019470907156""",2,65,7489,1,1,1,2,1,4,1,2,0,0,1,0,1,0,0,0,0
"""2018200283530""",2,166,7489,3055,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2018010112469""",2,91,7489,1,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2017140219028""",2,47,7489,3055,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0
"""2019410876568""",2,9,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2021052102095""",2,92,7489,1,7083,1,1,2,5,2,0,0,0,1,0,0,0,1,0,0
